0.015 pkt: 0 | sent
40.764 ACK: 1413 | received
40.780 pkt: 1421 | sent
40.795 ACK: 1414 | received
40.795 pkt: 1422 | sent
40.811 ACK: 1415 | received
40.827 pkt: 1423 | sent
40.842 ACK: 1416 | received
40.842 pkt: 1424 | sent
40.858 ACK: 1417 | received
40.873 pkt: 1425 | sent
40.889 ACK: 1418 | received
40.889 pkt: 1426 | sent
40.905 ACK: 1419 | received
40.920 pkt: 1427 | sent
40.936 ACK: 1420 | received
40.936 pkt: 1428 | sent
40.951 ACK: 1421 | received
40.951 pkt: 1429 | sent
40.967 ACK: 1422 | received
40.967 pkt: 1430 | sent
40.983 ACK: 1423 | received
40.998 pkt: 1431 | sent
40.998 ACK: 1424 | received
41.014 pkt: 1432 | sent
41.030 ACK: 1425 | received
41.030 pkt: 1433 | sent
41.045 ACK: 1426 | received
41.045 pkt: 1434 | sent
41.061 ACK: 1427 | received
41.061 pkt: 1435 | sent
41.076 ACK: 1428 | received
41.076 pkt: 1436 | sent
41.092 ACK: 1429 | received
41.092 pkt: 1437 | sent
41.108 ACK: 1430 | received
41.123 pkt: 1438 | sent
41.123 ACK: 1431 | received
41.139 pkt: 1439 | sent
41.139 ACK: 1432 | received
41.155 pkt: 1440 | sent
41.155 ACK: 1433 | received
41.170 pkt: 1441 | sent
41.186 ACK: 1434 | received
41.186 pkt: 1442 | sent
41.201 ACK: 1435 | received
41.201 pkt: 1443 | sent
41.217 ACK: 1436 | received
41.233 pkt: 1444 | sent
41.248 ACK: 1437 | received
41.248 pkt: 1445 | sent
41.264 ACK: 1438 | received
41.264 pkt: 1446 | sent
41.280 ACK: 1439 | received
41.295 pkt: 1447 | sent
41.311 ACK: 1440 | received
41.311 pkt: 1448 | sent
41.326 ACK: 1441 | received
41.326 pkt: 1449 | sent
41.342 ACK: 1442 | received
41.358 pkt: 1450 | sent
41.358 ACK: 1443 | received
41.373 pkt: 1451 | sent
41.393 ACK: 1444 | received
41.403 pkt: 1452 | sent
41.419 ACK: 1445 | received
41.420 pkt: 1453 | sent
41.436 ACK: 1446 | received
41.436 pkt: 1454 | sent
41.452 ACK: 1447 | received
41.467 pkt: 1455 | sent
41.483 ACK: 1448 | received
41.483 pkt: 1456 | sent
41.499 ACK: 1449 | received
41.514 pkt: 1457 | sent
41.530 ACK: 1450 | received
41.545 pkt: 1458 | sent
41.545 ACK: 1451 | received
41.561 pkt: 1459 | sent
41.577 ACK: 1452 | received
41.577 pkt: 1460 | sent
41.592 ACK: 1453 | received
41.608 pkt: 1461 | sent
41.608 ACK: 1454 | received
41.624 pkt: 1462 | sent
41.639 ACK: 1455 | received
41.639 pkt: 1463 | sent
41.655 ACK: 1456 | received
41.670 pkt: 1464 | sent
41.670 ACK: 1457 | received
41.686 pkt: 1465 | sent
41.702 ACK: 1458 | received
41.702 pkt: 1466 | sent
41.717 ACK: 1459 | received
41.717 pkt: 1467 | sent
41.733 ACK: 1460 | received
41.749 pkt: 1468 | sent
41.764 ACK: 1461 | received
41.764 pkt: 1469 | sent
41.780 ACK: 1462 | received
41.780 pkt: 1470 | sent
41.795 ACK: 1463 | received
41.811 pkt: 1471 | sent
41.811 ACK: 1464 | received
41.827 pkt: 1472 | sent
41.842 ACK: 1465 | received
41.842 pkt: 1473 | sent
41.858 ACK: 1466 | received
41.858 pkt: 1474 | sent
41.873 ACK: 1467 | received
41.889 pkt: 1475 | sent
41.905 ACK: 1468 | received
41.905 pkt: 1476 | sent
41.920 ACK: 1469 | received
41.920 pkt: 1477 | sent
41.936 ACK: 1470 | received
41.952 pkt: 1478 | sent
41.952 ACK: 1471 | received
41.967 pkt: 1479 | sent
41.983 ACK: 1472 | received
41.983 pkt: 1480 | sent
41.998 ACK: 1473 | received
41.998 pkt: 1481 | sent
42.014 ACK: 1474 | received
42.014 pkt: 1482 | sent
42.030 ACK: 1475 | received
42.045 pkt: 1483 | sent
42.045 ACK: 1476 | received
42.061 pkt: 1484 | sent
42.077 ACK: 1477 | received
42.077 pkt: 1485 | sent
42.092 ACK: 1478 | received
42.092 pkt: 1486 | sent
42.108 ACK: 1479 | received
42.108 pkt: 1487 | sent
42.123 ACK: 1480 | received
42.123 pkt: 1488 | sent
42.139 ACK: 1481 | received
42.139 pkt: 1489 | sent
42.155 ACK: 1482 | received
42.170 pkt: 1490 | sent
42.170 ACK: 1483 | received
42.186 pkt: 1491 | sent
42.186 ACK: 1484 | received
42.202 pkt: 1492 | sent
42.202 ACK: 1485 | received
42.217 pkt: 1493 | sent
42.233 ACK: 1486 | received
42.233 pkt: 1494 | sent
42.248 ACK: 1487 | received
42.248 pkt: 1495 | sent
42.264 ACK: 1488 | received
42.264 pkt: 1496 | sent
42.280 ACK: 1489 | received
42.280 pkt: 1497 | sent
42.295 ACK: 1490 | received
42.295 pkt: 1498 | sent
42.311 ACK: 1491 | received
42.311 pkt: 1499 | sent
42.327 ACK: 1492 | received
42.342 pkt: 1500 | sent
42.342 ACK: 1493 | received
42.360 pkt: 1501 | sent
42.371 ACK: 1494 | received
42.379 pkt: 1502 | sent
42.391 ACK: 1495 | received
42.399 pkt: 1503 | sent
42.409 ACK: 1496 | received
42.412 pkt: 1504 | sent
42.412 ACK: 1497 | received
42.428 pkt: 1505 | sent
42.428 ACK: 1498 | received
42.443 pkt: 1506 | sent
42.443 ACK: 1499 | received
42.459 pkt: 1507 | sent
42.475 ACK: 1500 | received
42.475 pkt: 1508 | sent
42.490 ACK: 1501 | received
42.490 pkt: 1509 | sent
42.506 ACK: 1502 | received
42.522 pkt: 1510 | sent
42.522 ACK: 1503 | received
42.537 pkt: 1511 | sent
42.553 ACK: 1504 | received
42.553 pkt: 1512 | sent
42.568 ACK: 1505 | received
42.568 pkt: 1513 | sent
42.584 ACK: 1506 | received
42.584 pkt: 1514 | sent
42.600 ACK: 1507 | received
42.600 pkt: 1515 | sent
42.615 ACK: 1508 | received
42.631 pkt: 1516 | sent
42.631 ACK: 1509 | received
42.647 pkt: 1517 | sent
42.647 ACK: 1510 | received
42.662 pkt: 1518 | sent
42.662 ACK: 1511 | received
42.678 pkt: 1519 | sent
42.678 ACK: 1512 | received
42.693 pkt: 1520 | sent
42.709 ACK: 1513 | received
42.709 pkt: 1521 | sent
42.725 ACK: 1514 | received
42.725 pkt: 1522 | sent
42.740 ACK: 1515 | received
42.740 pkt: 1523 | sent
42.756 ACK: 1516 | received
42.771 pkt: 1524 | sent
42.787 ACK: 1517 | received
42.787 pkt: 1525 | sent
42.803 ACK: 1518 | received
42.803 pkt: 1526 | sent
42.818 ACK: 1519 | received
42.818 pkt: 1527 | sent
42.834 ACK: 1520 | received
42.850 pkt: 1528 | sent
42.850 ACK: 1521 | received
42.865 pkt: 1529 | sent
42.865 ACK: 1522 | received
42.881 pkt: 1530 | sent
42.881 ACK: 1523 | received
42.896 pkt: 1531 | sent
42.912 ACK: 1524 | received
42.912 pkt: 1532 | sent
42.928 ACK: 1525 | received
42.928 pkt: 1533 | sent
42.943 ACK: 1526 | received
42.943 pkt: 1534 | sent
42.959 ACK: 1527 | received
42.975 pkt: 1535 | sent
42.975 ACK: 1528 | received
42.990 pkt: 1536 | sent
42.990 ACK: 1529 | received
43.006 pkt: 1537 | sent
43.021 ACK: 1530 | received
43.021 pkt: 1538 | sent
43.037 ACK: 1531 | received
43.037 pkt: 1539 | sent
43.053 ACK: 1532 | received
43.053 pkt: 1540 | sent
43.068 ACK: 1533 | received
43.084 pkt: 1541 | sent
43.084 ACK: 1534 | received
43.100 pkt: 1542 | sent
43.100 ACK: 1535 | received
43.115 pkt: 1543 | sent
43.131 ACK: 1536 | received
43.146 pkt: 1544 | sent
43.146 ACK: 1537 | received
43.162 pkt: 1545 | sent
43.178 ACK: 1538 | received
43.178 pkt: 1546 | sent
43.193 ACK: 1539 | received
43.209 pkt: 1547 | sent
43.209 ACK: 1540 | received
43.225 pkt: 1548 | sent
43.225 ACK: 1541 | received
43.240 pkt: 1549 | sent
43.256 ACK: 1542 | received
43.256 pkt: 1550 | sent
43.271 ACK: 1543 | received
43.271 pkt: 1551 | sent
43.287 ACK: 1544 | received
43.287 pkt: 1552 | sent
43.303 ACK: 1545 | received
43.318 pkt: 1553 | sent
43.318 ACK: 1546 | received
43.334 pkt: 1554 | sent
43.349 ACK: 1547 | received
43.349 pkt: 1555 | sent
43.365 ACK: 1548 | received
43.381 pkt: 1556 | sent
43.381 ACK: 1549 | received
43.401 pkt: 1557 | sent
43.411 ACK: 1550 | received
43.420 pkt: 1558 | sent
43.421 ACK: 1551 | received
43.436 pkt: 1559 | sent
43.436 ACK: 1552 | received
43.452 pkt: 1560 | sent
43.452 ACK: 1553 | received
43.467 pkt: 1561 | sent
43.467 ACK: 1554 | received
43.483 pkt: 1562 | sent
43.499 ACK: 1555 | received
43.499 pkt: 1563 | sent
43.514 ACK: 1556 | received
43.514 pkt: 1564 | sent
43.530 ACK: 1557 | received
43.546 pkt: 1565 | sent
43.546 ACK: 1558 | received
43.561 pkt: 1566 | sent
43.561 ACK: 1559 | received
43.577 pkt: 1567 | sent
43.592 ACK: 1560 | received
43.592 pkt: 1568 | sent
43.608 ACK: 1561 | received
43.608 pkt: 1569 | sent
43.624 ACK: 1562 | received
43.624 pkt: 1570 | sent
43.639 ACK: 1563 | received
43.639 pkt: 1571 | sent
43.655 ACK: 1564 | received
43.671 pkt: 1572 | sent
43.671 ACK: 1565 | received
43.686 pkt: 1573 | sent
43.686 ACK: 1566 | received
43.702 pkt: 1574 | sent
43.717 ACK: 1567 | received
43.717 pkt: 1575 | sent
43.733 ACK: 1568 | received
43.733 pkt: 1576 | sent
43.749 ACK: 1569 | received
43.749 pkt: 1577 | sent
43.764 ACK: 1570 | received
43.764 pkt: 1578 | sent
43.780 ACK: 1571 | received
43.780 pkt: 1579 | sent
43.796 ACK: 1572 | received
43.796 pkt: 1580 | sent
43.811 ACK: 1573 | received
43.827 pkt: 1581 | sent
43.827 ACK: 1574 | received
43.842 pkt: 1582 | sent
43.842 ACK: 1575 | received
43.858 pkt: 1583 | sent
43.874 ACK: 1576 | received
43.874 pkt: 1584 | sent
43.889 ACK: 1577 | received
43.889 pkt: 1585 | sent
43.905 ACK: 1578 | received
43.905 pkt: 1586 | sent
43.920 ACK: 1579 | received
43.936 pkt: 1587 | sent
43.936 ACK: 1580 | received
43.952 pkt: 1588 | sent
43.967 ACK: 1581 | received
43.967 pkt: 1589 | sent
43.983 ACK: 1582 | received
43.983 pkt: 1590 | sent
43.999 ACK: 1583 | received
43.999 pkt: 1591 | sent
44.021 ACK: 1584 | received
44.021 pkt: 1592 | sent
44.036 ACK: 1585 | received
44.036 pkt: 1593 | sent
44.052 ACK: 1586 | received
44.067 pkt: 1594 | sent
44.067 ACK: 1587 | received
44.083 pkt: 1595 | sent
44.083 ACK: 1588 | received
44.099 pkt: 1596 | sent
44.114 ACK: 1589 | received
44.114 pkt: 1597 | sent
44.130 ACK: 1590 | received
44.130 pkt: 1598 | sent
44.146 ACK: 1591 | received
44.146 pkt: 1599 | sent
44.161 ACK: 1592 | received
44.161 pkt: 1600 | sent
44.177 ACK: 1593 | received
44.177 pkt: 1601 | sent
44.192 ACK: 1594 | received
44.208 pkt: 1602 | sent
44.208 ACK: 1595 | received
44.224 pkt: 1603 | sent
44.239 ACK: 1596 | received
44.239 pkt: 1604 | sent
44.255 ACK: 1597 | received
44.255 pkt: 1605 | sent
44.271 ACK: 1598 | received
44.271 pkt: 1606 | sent
44.286 ACK: 1599 | received
44.286 pkt: 1607 | sent
44.302 ACK: 1600 | received
44.317 pkt: 1608 | sent
44.317 ACK: 1601 | received
44.333 pkt: 1609 | sent
44.333 ACK: 1602 | received
44.349 pkt: 1610 | sent
44.349 ACK: 1603 | received
44.364 pkt: 1611 | sent
44.380 ACK: 1604 | received
44.380 pkt: 1612 | sent
44.400 ACK: 1605 | received
44.405 pkt: 1613 | sent
44.416 ACK: 1606 | received
44.421 pkt: 1614 | sent
44.421 ACK: 1607 | received
44.436 pkt: 1615 | sent
44.436 ACK: 1608 | received
44.457 pkt: 1616 | sent
44.460 ACK: 1609 | received
44.460 pkt: 1617 | sent
44.476 ACK: 1610 | received
44.492 pkt: 1618 | sent
44.502 ACK: 1611 | received
44.502 pkt: 1619 | sent
44.518 ACK: 1612 | received
44.518 pkt: 1620 | sent
44.533 ACK: 1613 | received
44.533 pkt: 1621 | sent
44.549 ACK: 1614 | received
44.564 pkt: 1622 | sent
44.564 ACK: 1615 | received
44.580 pkt: 1623 | sent
44.596 ACK: 1616 | received
44.596 pkt: 1624 | sent
44.611 ACK: 1617 | received
44.611 pkt: 1625 | sent
44.627 ACK: 1618 | received
44.627 pkt: 1626 | sent
44.642 ACK: 1619 | received
44.642 pkt: 1627 | sent
44.658 ACK: 1620 | received
44.674 pkt: 1628 | sent
44.674 ACK: 1621 | received
44.689 pkt: 1629 | sent
44.689 ACK: 1622 | received
44.705 pkt: 1630 | sent
44.721 ACK: 1623 | received
44.721 pkt: 1631 | sent
44.736 ACK: 1624 | received
44.736 pkt: 1632 | sent
44.752 ACK: 1625 | received
44.752 pkt: 1633 | sent
44.767 ACK: 1626 | received
44.767 pkt: 1634 | sent
44.783 ACK: 1627 | received
44.783 pkt: 1635 | sent
44.799 ACK: 1628 | received
44.799 pkt: 1636 | sent
44.814 ACK: 1629 | received
44.830 pkt: 1637 | sent
44.830 ACK: 1630 | received
44.846 pkt: 1638 | sent
44.861 ACK: 1631 | received
44.861 pkt: 1639 | sent
44.877 ACK: 1632 | received
44.877 pkt: 1640 | sent
44.892 ACK: 1633 | received
44.892 pkt: 1641 | sent
44.908 ACK: 1634 | received
44.908 pkt: 1642 | sent
44.924 ACK: 1635 | received
44.924 pkt: 1643 | sent
44.939 ACK: 1636 | received
44.955 pkt: 1644 | sent
44.955 ACK: 1637 | received
44.971 pkt: 1645 | sent
44.971 ACK: 1638 | received
44.986 pkt: 1646 | sent
45.002 ACK: 1639 | received
45.002 pkt: 1647 | sent
45.021 ACK: 1640 | received
45.021 pkt: 1648 | sent
45.037 ACK: 1641 | received
45.037 pkt: 1649 | sent
45.052 ACK: 1642 | received
45.068 pkt: 1650 | sent
45.068 ACK: 1643 | received
45.084 pkt: 1651 | sent
45.084 ACK: 1644 | received
45.099 pkt: 1652 | sent
45.115 ACK: 1645 | received
45.115 pkt: 1653 | sent
45.130 ACK: 1646 | received
45.130 pkt: 1654 | sent
45.146 ACK: 1647 | received
45.146 pkt: 1655 | sent
45.162 ACK: 1648 | received
45.162 pkt: 1656 | sent
45.177 ACK: 1649 | received
45.193 pkt: 1657 | sent
45.193 ACK: 1650 | received
45.209 pkt: 1658 | sent
45.209 ACK: 1651 | received
45.224 pkt: 1659 | sent
45.240 ACK: 1652 | received
45.240 pkt: 1660 | sent
45.255 ACK: 1653 | received
45.255 pkt: 1661 | sent
45.271 ACK: 1654 | received
45.271 pkt: 1662 | sent
45.287 ACK: 1655 | received
45.287 pkt: 1663 | sent
45.302 ACK: 1656 | received
45.318 pkt: 1664 | sent
45.318 ACK: 1657 | received
45.334 pkt: 1665 | sent
45.334 ACK: 1658 | received
45.349 pkt: 1666 | sent
45.349 ACK: 1659 | received
45.365 pkt: 1667 | sent
45.365 ACK: 1660 | received
45.380 pkt: 1668 | sent
45.399 ACK: 1661 | received
45.406 pkt: 1669 | sent
45.417 ACK: 1662 | received
45.420 pkt: 1670 | sent
45.420 ACK: 1663 | received
45.436 pkt: 1671 | sent
45.452 ACK: 1664 | received
45.452 pkt: 1672 | sent
45.474 ACK: 1665 | received
45.482 pkt: 1673 | sent
45.493 ACK: 1666 | received
45.495 pkt: 1674 | sent
45.510 ACK: 1667 | received
45.510 pkt: 1675 | sent
45.526 ACK: 1668 | received
45.526 pkt: 1676 | sent
45.541 ACK: 1669 | received
45.541 pkt: 1677 | sent
45.557 ACK: 1670 | received
45.573 pkt: 1678 | sent
45.588 ACK: 1671 | received
45.588 pkt: 1679 | sent
45.604 ACK: 1672 | received
45.620 pkt: 1680 | sent
45.620 ACK: 1673 | received
45.635 pkt: 1681 | sent
45.651 ACK: 1674 | received
45.651 pkt: 1682 | sent
45.666 ACK: 1675 | received
45.666 pkt: 1683 | sent
45.682 ACK: 1676 | received
45.698 pkt: 1684 | sent
45.698 ACK: 1677 | received
45.713 pkt: 1685 | sent
45.713 ACK: 1678 | received
45.729 pkt: 1686 | sent
45.745 ACK: 1679 | received
45.745 pkt: 1687 | sent
45.760 ACK: 1680 | received
45.760 pkt: 1688 | sent
45.776 ACK: 1681 | received
45.776 pkt: 1689 | sent
45.791 ACK: 1682 | received
45.791 pkt: 1690 | sent
45.807 ACK: 1683 | received
45.823 pkt: 1691 | sent
45.823 ACK: 1684 | received
45.838 pkt: 1692 | sent
45.854 ACK: 1685 | received
45.854 pkt: 1693 | sent
45.869 ACK: 1686 | received
45.869 pkt: 1694 | sent
45.885 ACK: 1687 | received
45.885 pkt: 1695 | sent
45.901 ACK: 1688 | received
45.916 pkt: 1696 | sent
45.916 ACK: 1689 | received
45.932 pkt: 1697 | sent
45.932 ACK: 1690 | received
45.948 pkt: 1698 | sent
45.948 ACK: 1691 | received
45.963 pkt: 1699 | sent
45.979 ACK: 1692 | received
45.979 pkt: 1700 | sent
45.994 ACK: 1693 | received
46.004 pkt: 1701 | sent
46.004 ACK: 1694 | received
46.019 pkt: 1702 | sent
46.035 ACK: 1695 | received
46.035 pkt: 1703 | sent
46.051 ACK: 1696 | received
46.051 pkt: 1704 | sent
46.066 ACK: 1697 | received
46.066 pkt: 1705 | sent
46.082 ACK: 1698 | received
46.082 pkt: 1706 | sent
46.097 ACK: 1699 | received
46.097 pkt: 1707 | sent
46.113 ACK: 1700 | received
46.129 pkt: 1708 | sent
46.129 ACK: 1701 | received
46.144 pkt: 1709 | sent
46.144 ACK: 1702 | received
46.160 pkt: 1710 | sent
46.176 ACK: 1703 | received
46.176 pkt: 1711 | sent
46.191 ACK: 1704 | received
46.191 pkt: 1712 | sent
46.207 ACK: 1705 | received
46.207 pkt: 1713 | sent
46.222 ACK: 1706 | received
46.222 pkt: 1714 | sent
46.238 ACK: 1707 | received
46.238 pkt: 1715 | sent
46.254 ACK: 1708 | received
46.254 pkt: 1716 | sent
46.269 ACK: 1709 | received
46.285 pkt: 1717 | sent
46.285 ACK: 1710 | received
46.300 pkt: 1718 | sent
46.300 ACK: 1711 | received
46.316 pkt: 1719 | sent
46.316 ACK: 1712 | received
46.332 pkt: 1720 | sent
46.332 ACK: 1713 | received
46.347 pkt: 1721 | sent
46.347 ACK: 1714 | received
46.363 pkt: 1722 | sent
46.379 ACK: 1715 | received
46.379 pkt: 1723 | sent
46.397 ACK: 1716 | received
46.404 pkt: 1724 | sent
46.414 ACK: 1717 | received
46.422 pkt: 1725 | sent
46.433 ACK: 1718 | received
46.433 pkt: 1726 | sent
46.449 ACK: 1719 | received
46.449 pkt: 1727 | sent
46.465 ACK: 1720 | received
46.465 pkt: 1728 | sent
46.480 ACK: 1721 | received
46.480 pkt: 1729 | sent
46.496 ACK: 1722 | received
46.511 pkt: 1730 | sent
46.511 ACK: 1723 | received
46.527 pkt: 1731 | sent
46.543 ACK: 1724 | received
46.543 pkt: 1732 | sent
46.558 ACK: 1725 | received
46.558 pkt: 1733 | sent
46.574 ACK: 1726 | received
46.590 pkt: 1734 | sent
46.590 ACK: 1727 | received
46.605 pkt: 1735 | sent
46.605 ACK: 1728 | received
46.621 pkt: 1736 | sent
46.621 ACK: 1729 | received
46.636 pkt: 1737 | sent
46.652 ACK: 1730 | received
46.652 pkt: 1738 | sent
46.668 ACK: 1731 | received
46.668 pkt: 1739 | sent
46.683 ACK: 1732 | received
46.683 pkt: 1740 | sent
46.699 ACK: 1733 | received
46.699 pkt: 1741 | sent
46.714 ACK: 1734 | received
46.714 pkt: 1742 | sent
46.730 ACK: 1735 | received
46.746 pkt: 1743 | sent
46.746 ACK: 1736 | received
46.761 pkt: 1744 | sent
46.761 ACK: 1737 | received
46.777 pkt: 1745 | sent
46.777 ACK: 1738 | received
46.793 pkt: 1746 | sent
46.793 ACK: 1739 | received
46.808 pkt: 1747 | sent
46.824 ACK: 1740 | received
46.824 pkt: 1748 | sent
46.839 ACK: 1741 | received
46.839 pkt: 1749 | sent
46.855 ACK: 1742 | received
46.855 pkt: 1750 | sent
46.871 ACK: 1743 | received
46.886 pkt: 1751 | sent
46.886 ACK: 1744 | received
46.902 pkt: 1752 | sent
46.918 ACK: 1745 | received
46.918 pkt: 1753 | sent
46.933 ACK: 1746 | received
46.933 pkt: 1754 | sent
46.949 ACK: 1747 | received
46.949 pkt: 1755 | sent
46.964 ACK: 1748 | received
46.964 pkt: 1756 | sent
46.980 ACK: 1749 | received
46.996 pkt: 1757 | sent
46.996 ACK: 1750 | received
47.011 pkt: 1758 | sent
47.027 ACK: 1751 | received
47.027 pkt: 1759 | sent
47.043 ACK: 1752 | received
47.058 pkt: 1760 | sent
47.058 ACK: 1753 | received
47.074 pkt: 1761 | sent
47.089 ACK: 1754 | received
47.089 pkt: 1762 | sent
47.105 ACK: 1755 | received
47.105 pkt: 1763 | sent
47.121 ACK: 1756 | received
47.121 pkt: 1764 | sent
47.136 ACK: 1757 | received
47.152 pkt: 1765 | sent
47.152 ACK: 1758 | received
47.168 pkt: 1766 | sent
47.168 ACK: 1759 | received
47.183 pkt: 1767 | sent
47.183 ACK: 1760 | received
47.199 pkt: 1768 | sent
47.214 ACK: 1761 | received
47.214 pkt: 1769 | sent
47.230 ACK: 1762 | received
47.230 pkt: 1770 | sent
47.246 ACK: 1763 | received
47.246 pkt: 1771 | sent
47.261 ACK: 1764 | received
47.277 pkt: 1772 | sent
47.277 ACK: 1765 | received
47.292 pkt: 1773 | sent
47.292 ACK: 1766 | received
47.308 pkt: 1774 | sent
47.324 ACK: 1767 | received
47.324 pkt: 1775 | sent
47.339 ACK: 1768 | received
47.339 pkt: 1776 | sent
47.355 ACK: 1769 | received
47.355 pkt: 1777 | sent
47.371 ACK: 1770 | received
47.371 pkt: 1778 | sent
47.391 ACK: 1771 | received
47.397 pkt: 1779 | sent
47.409 ACK: 1772 | received
47.410 pkt: 1780 | sent
47.410 ACK: 1773 | received
47.426 pkt: 1781 | sent
47.442 ACK: 1774 | received
47.442 pkt: 1782 | sent
47.457 ACK: 1775 | received
47.457 pkt: 1783 | sent
47.473 ACK: 1776 | received
47.473 pkt: 1784 | sent
47.489 ACK: 1777 | received
47.489 pkt: 1785 | sent
47.504 ACK: 1778 | received
47.520 pkt: 1786 | sent
47.520 ACK: 1779 | received
47.535 pkt: 1787 | sent
47.551 ACK: 1780 | received
47.551 pkt: 1788 | sent
47.567 ACK: 1781 | received
47.567 pkt: 1789 | sent
47.582 ACK: 1782 | received
47.582 pkt: 1790 | sent
47.598 ACK: 1783 | received
47.598 pkt: 1791 | sent
47.613 ACK: 1784 | received
47.629 pkt: 1792 | sent
47.629 ACK: 1785 | received
47.645 pkt: 1793 | sent
47.645 ACK: 1786 | received
47.660 pkt: 1794 | sent
47.660 ACK: 1787 | received
47.676 pkt: 1795 | sent
47.676 ACK: 1788 | received
47.692 pkt: 1796 | sent
47.707 ACK: 1789 | received
47.707 pkt: 1797 | sent
47.723 ACK: 1790 | received
47.723 pkt: 1798 | sent
47.738 ACK: 1791 | received
47.738 pkt: 1799 | sent
47.754 ACK: 1792 | received
47.754 pkt: 1800 | sent
47.770 ACK: 1793 | received
47.770 pkt: 1801 | sent
47.785 ACK: 1794 | received
47.785 pkt: 1802 | sent
47.801 ACK: 1795 | received
47.801 pkt: 1803 | sent
47.817 ACK: 1796 | received
47.817 pkt: 1804 | sent
47.832 ACK: 1797 | received
47.848 pkt: 1805 | sent
47.848 ACK: 1798 | received
47.863 pkt: 1806 | sent
47.863 ACK: 1799 | received
47.879 pkt: 1807 | sent
47.895 ACK: 1800 | received
47.895 pkt: 1808 | sent
47.910 ACK: 1801 | received
47.910 pkt: 1809 | sent
47.926 ACK: 1802 | received
47.926 pkt: 1810 | sent
47.942 ACK: 1803 | received
47.942 pkt: 1811 | sent
47.957 ACK: 1804 | received
47.957 pkt: 1812 | sent
47.973 ACK: 1805 | received
47.989 pkt: 1813 | sent
48.001 ACK: 1806 | received
48.008 pkt: 1814 | sent
48.012 ACK: 1807 | received
48.027 pkt: 1815 | sent
48.027 ACK: 1808 | received
48.043 pkt: 1816 | sent
48.043 ACK: 1809 | received
48.059 pkt: 1817 | sent
48.074 ACK: 1810 | received
48.074 pkt: 1818 | sent
48.090 ACK: 1811 | received
48.090 pkt: 1819 | sent
48.106 ACK: 1812 | received
48.106 pkt: 1820 | sent
48.121 ACK: 1813 | received
48.121 pkt: 1821 | sent
48.137 ACK: 1814 | received
48.137 pkt: 1822 | sent
48.152 ACK: 1815 | received
48.168 pkt: 1823 | sent
48.168 ACK: 1816 | received
48.184 pkt: 1824 | sent
48.184 ACK: 1817 | received
48.199 pkt: 1825 | sent
48.199 ACK: 1818 | received
48.215 pkt: 1826 | sent
48.230 ACK: 1819 | received
48.230 pkt: 1827 | sent
48.246 ACK: 1820 | received
48.246 pkt: 1828 | sent
48.262 ACK: 1821 | received
48.262 pkt: 1829 | sent
48.277 ACK: 1822 | received
48.277 pkt: 1830 | sent
48.293 ACK: 1823 | received
48.309 pkt: 1831 | sent
48.309 ACK: 1824 | received
48.324 pkt: 1832 | sent
48.324 ACK: 1825 | received
48.340 pkt: 1833 | sent
48.340 ACK: 1826 | received
48.355 pkt: 1834 | sent
48.355 ACK: 1827 | received
48.371 pkt: 1835 | sent
48.389 ACK: 1828 | received
48.396 pkt: 1836 | sent
48.407 ACK: 1829 | received
48.411 pkt: 1837 | sent
48.411 ACK: 1830 | received
48.426 pkt: 1838 | sent
48.442 ACK: 1831 | received
48.442 pkt: 1839 | sent
48.458 ACK: 1832 | received
48.458 pkt: 1840 | sent
48.473 ACK: 1833 | received
48.473 pkt: 1841 | sent
48.489 ACK: 1834 | received
48.504 pkt: 1842 | sent
48.504 ACK: 1835 | received
48.520 pkt: 1843 | sent
48.536 ACK: 1836 | received
48.536 pkt: 1844 | sent
48.551 ACK: 1837 | received
48.551 pkt: 1845 | sent
48.567 ACK: 1838 | received
48.567 pkt: 1846 | sent
48.583 ACK: 1839 | received
48.583 pkt: 1847 | sent
48.598 ACK: 1840 | received
48.614 pkt: 1848 | sent
48.614 ACK: 1841 | received
48.629 pkt: 1849 | sent
48.629 ACK: 1842 | received
48.645 pkt: 1850 | sent
48.645 ACK: 1843 | received
48.661 pkt: 1851 | sent
48.661 ACK: 1844 | received
48.676 pkt: 1852 | sent
48.692 ACK: 1845 | received
48.692 pkt: 1853 | sent
48.707 ACK: 1846 | received
48.707 pkt: 1854 | sent
48.723 ACK: 1847 | received
48.723 pkt: 1855 | sent
48.739 ACK: 1848 | received
48.739 pkt: 1856 | sent
48.754 ACK: 1849 | received
48.770 pkt: 1857 | sent
48.770 ACK: 1850 | received
48.786 pkt: 1858 | sent
48.786 ACK: 1851 | received
48.801 pkt: 1859 | sent
48.801 ACK: 1852 | received
48.817 pkt: 1860 | sent
48.817 ACK: 1853 | received
48.832 pkt: 1861 | sent
48.848 ACK: 1854 | received
48.848 pkt: 1862 | sent
48.864 ACK: 1855 | received
48.864 pkt: 1863 | sent
48.879 ACK: 1856 | received
48.879 pkt: 1864 | sent
48.895 ACK: 1857 | received
48.895 pkt: 1865 | sent
48.911 ACK: 1858 | received
48.911 pkt: 1866 | sent
48.926 ACK: 1859 | received
48.926 pkt: 1867 | sent
48.942 ACK: 1860 | received
48.957 pkt: 1868 | sent
48.957 ACK: 1861 | received
48.973 pkt: 1869 | sent
48.973 ACK: 1862 | received
48.989 pkt: 1870 | sent
49.004 ACK: 1863 | received
49.004 pkt: 1871 | sent
