0.012 pkt: 0 | received
40.714 ACK: 1417 | sent
40.730 pkt: 1418 | received
40.745 ACK: 1418 | sent
40.761 pkt: 1419 | received
40.761 ACK: 1419 | sent
40.777 pkt: 1420 | received
40.792 ACK: 1420 | sent
40.792 pkt: 1421 | received
40.808 ACK: 1421 | sent
40.824 pkt: 1422 | received
40.824 ACK: 1422 | sent
40.839 pkt: 1423 | received
40.855 ACK: 1423 | sent
40.855 pkt: 1424 | received
40.870 ACK: 1424 | sent
40.886 pkt: 1425 | received
40.886 ACK: 1425 | sent
40.902 pkt: 1426 | received
40.917 ACK: 1426 | sent
40.933 pkt: 1427 | received
40.933 ACK: 1427 | sent
40.949 pkt: 1428 | received
40.949 ACK: 1428 | sent
40.964 pkt: 1429 | received
40.964 ACK: 1429 | sent
40.980 pkt: 1430 | received
40.995 ACK: 1430 | sent
40.995 pkt: 1431 | received
41.011 ACK: 1431 | sent
41.011 pkt: 1432 | received
41.027 ACK: 1432 | sent
41.027 pkt: 1433 | received
41.042 ACK: 1433 | sent
41.042 pkt: 1434 | received
41.058 ACK: 1434 | sent
41.058 pkt: 1435 | received
41.073 ACK: 1435 | sent
41.089 pkt: 1436 | received
41.089 ACK: 1436 | sent
41.105 pkt: 1437 | received
41.105 ACK: 1437 | sent
41.120 pkt: 1438 | received
41.120 ACK: 1438 | sent
41.136 pkt: 1439 | received
41.136 ACK: 1439 | sent
41.152 pkt: 1440 | received
41.152 ACK: 1440 | sent
41.167 pkt: 1441 | received
41.183 ACK: 1441 | sent
41.183 pkt: 1442 | received
41.198 ACK: 1442 | sent
41.214 pkt: 1443 | received
41.214 ACK: 1443 | sent
41.230 pkt: 1444 | received
41.230 ACK: 1444 | sent
41.245 pkt: 1445 | received
41.261 ACK: 1445 | sent
41.277 pkt: 1446 | received
41.277 ACK: 1446 | sent
41.292 pkt: 1447 | received
41.308 ACK: 1447 | sent
41.308 pkt: 1448 | received
41.323 ACK: 1448 | sent
41.323 pkt: 1449 | received
41.339 ACK: 1449 | sent
41.355 pkt: 1450 | received
41.355 ACK: 1450 | sent
41.370 pkt: 1451 | received
41.390 ACK: 1451 | sent
41.404 pkt: 1452 | received
41.413 ACK: 1452 | sent
41.417 pkt: 1453 | received
41.433 ACK: 1453 | sent
41.449 pkt: 1454 | received
41.449 ACK: 1454 | sent
41.464 pkt: 1455 | received
41.480 ACK: 1455 | sent
41.496 pkt: 1456 | received
41.496 ACK: 1456 | sent
41.511 pkt: 1457 | received
41.527 ACK: 1457 | sent
41.542 pkt: 1458 | received
41.542 ACK: 1458 | sent
41.558 pkt: 1459 | received
41.574 ACK: 1459 | sent
41.589 pkt: 1460 | received
41.589 ACK: 1460 | sent
41.605 pkt: 1461 | received
41.605 ACK: 1461 | sent
41.621 pkt: 1462 | received
41.636 ACK: 1462 | sent
41.652 pkt: 1463 | received
41.652 ACK: 1463 | sent
41.667 pkt: 1464 | received
41.667 ACK: 1464 | sent
41.683 pkt: 1465 | received
41.699 ACK: 1465 | sent
41.699 pkt: 1466 | received
41.714 ACK: 1466 | sent
41.730 pkt: 1467 | received
41.730 ACK: 1467 | sent
41.746 pkt: 1468 | received
41.746 ACK: 1468 | sent
41.761 pkt: 1469 | received
41.777 ACK: 1469 | sent
41.792 pkt: 1470 | received
41.792 ACK: 1470 | sent
41.808 pkt: 1471 | received
41.808 ACK: 1471 | sent
41.824 pkt: 1472 | received
41.824 ACK: 1472 | sent
41.855 pkt: 1473 | received
41.855 ACK: 1473 | sent
41.870 pkt: 1474 | received
41.870 ACK: 1474 | sent
41.886 pkt: 1475 | received
41.902 ACK: 1475 | sent
41.902 pkt: 1476 | received
41.917 ACK: 1476 | sent
41.933 pkt: 1477 | received
41.933 ACK: 1477 | sent
41.949 pkt: 1478 | received
41.949 ACK: 1478 | sent
41.964 pkt: 1479 | received
41.980 ACK: 1479 | sent
41.980 pkt: 1480 | received
41.995 ACK: 1480 | sent
42.011 pkt: 1481 | received
42.011 ACK: 1481 | sent
42.027 pkt: 1482 | received
42.027 ACK: 1482 | sent
42.042 pkt: 1483 | received
42.042 ACK: 1483 | sent
42.058 pkt: 1484 | received
42.074 ACK: 1484 | sent
42.074 pkt: 1485 | received
42.089 ACK: 1485 | sent
42.089 pkt: 1486 | received
42.105 ACK: 1486 | sent
42.105 pkt: 1487 | received
42.120 ACK: 1487 | sent
42.136 pkt: 1488 | received
42.136 ACK: 1488 | sent
42.152 pkt: 1489 | received
42.152 ACK: 1489 | sent
42.167 pkt: 1490 | received
42.167 ACK: 1490 | sent
42.183 pkt: 1491 | received
42.183 ACK: 1491 | sent
42.199 pkt: 1492 | received
42.199 ACK: 1492 | sent
42.214 pkt: 1493 | received
42.230 ACK: 1493 | sent
42.230 pkt: 1494 | received
42.245 ACK: 1494 | sent
42.245 pkt: 1495 | received
42.261 ACK: 1495 | sent
42.261 pkt: 1496 | received
42.277 ACK: 1496 | sent
42.277 pkt: 1497 | received
42.292 ACK: 1497 | sent
42.308 pkt: 1498 | received
42.308 ACK: 1498 | sent
42.324 pkt: 1499 | received
42.324 ACK: 1499 | sent
42.339 pkt: 1500 | received
42.339 ACK: 1500 | sent
42.362 pkt: 1501 | received
42.368 ACK: 1501 | sent
42.382 pkt: 1502 | received
42.388 ACK: 1502 | sent
42.400 pkt: 1503 | received
42.405 ACK: 1503 | sent
42.409 pkt: 1504 | received
42.409 ACK: 1504 | sent
42.425 pkt: 1505 | received
42.425 ACK: 1505 | sent
42.440 pkt: 1506 | received
42.440 ACK: 1506 | sent
42.456 pkt: 1507 | received
42.456 ACK: 1507 | sent
42.472 pkt: 1508 | received
42.487 ACK: 1508 | sent
42.487 pkt: 1509 | received
42.503 ACK: 1509 | sent
42.519 pkt: 1510 | received
42.519 ACK: 1510 | sent
42.534 pkt: 1511 | received
42.534 ACK: 1511 | sent
42.550 pkt: 1512 | received
42.565 ACK: 1512 | sent
42.565 pkt: 1513 | received
42.581 ACK: 1513 | sent
42.597 pkt: 1514 | received
42.597 ACK: 1514 | sent
42.612 pkt: 1515 | received
42.612 ACK: 1515 | sent
42.628 pkt: 1516 | received
42.628 ACK: 1516 | sent
42.644 pkt: 1517 | received
42.644 ACK: 1517 | sent
42.659 pkt: 1518 | received
42.659 ACK: 1518 | sent
42.675 pkt: 1519 | received
42.675 ACK: 1519 | sent
42.690 pkt: 1520 | received
42.706 ACK: 1520 | sent
42.706 pkt: 1521 | received
42.722 ACK: 1521 | sent
42.737 pkt: 1522 | received
42.737 ACK: 1522 | sent
42.753 pkt: 1523 | received
42.753 ACK: 1523 | sent
42.768 pkt: 1524 | received
42.784 ACK: 1524 | sent
42.784 pkt: 1525 | received
42.800 ACK: 1525 | sent
42.815 pkt: 1526 | received
42.815 ACK: 1526 | sent
42.831 pkt: 1527 | received
42.831 ACK: 1527 | sent
42.847 pkt: 1528 | received
42.847 ACK: 1528 | sent
42.862 pkt: 1529 | received
42.862 ACK: 1529 | sent
42.878 pkt: 1530 | received
42.893 ACK: 1530 | sent
42.893 pkt: 1531 | received
42.909 ACK: 1531 | sent
42.909 pkt: 1532 | received
42.925 ACK: 1532 | sent
42.925 pkt: 1533 | received
42.940 ACK: 1533 | sent
42.956 pkt: 1534 | received
42.956 ACK: 1534 | sent
42.972 pkt: 1535 | received
42.972 ACK: 1535 | sent
42.987 pkt: 1536 | received
42.987 ACK: 1536 | sent
43.003 pkt: 1537 | received
43.018 ACK: 1537 | sent
43.018 pkt: 1538 | received
43.034 ACK: 1538 | sent
43.050 pkt: 1539 | received
43.050 ACK: 1539 | sent
43.065 pkt: 1540 | received
43.065 ACK: 1540 | sent
43.081 pkt: 1541 | received
43.081 ACK: 1541 | sent
43.097 pkt: 1542 | received
43.097 ACK: 1542 | sent
43.128 pkt: 1543 | received
43.143 ACK: 1543 | sent
43.143 pkt: 1544 | received
43.159 ACK: 1544 | sent
43.175 pkt: 1545 | received
43.175 ACK: 1545 | sent
43.190 pkt: 1546 | received
43.206 ACK: 1546 | sent
43.206 pkt: 1547 | received
43.222 ACK: 1547 | sent
43.222 pkt: 1548 | received
43.237 ACK: 1548 | sent
43.237 pkt: 1549 | received
43.253 ACK: 1549 | sent
43.253 pkt: 1550 | received
43.268 ACK: 1550 | sent
43.284 pkt: 1551 | received
43.284 ACK: 1551 | sent
43.300 pkt: 1552 | received
43.300 ACK: 1552 | sent
43.315 pkt: 1553 | received
43.315 ACK: 1553 | sent
43.331 pkt: 1554 | received
43.347 ACK: 1554 | sent
43.347 pkt: 1555 | received
43.362 ACK: 1555 | sent
43.378 pkt: 1556 | received
43.378 ACK: 1556 | sent
43.401 pkt: 1557 | received
43.407 ACK: 1557 | sent
43.418 pkt: 1558 | received
43.418 ACK: 1558 | sent
43.433 pkt: 1559 | received
43.433 ACK: 1559 | sent
43.449 pkt: 1560 | received
43.449 ACK: 1560 | sent
43.464 pkt: 1561 | received
43.464 ACK: 1561 | sent
43.480 pkt: 1562 | received
43.496 ACK: 1562 | sent
43.496 pkt: 1563 | received
43.511 ACK: 1563 | sent
43.527 pkt: 1564 | received
43.527 ACK: 1564 | sent
43.543 pkt: 1565 | received
43.543 ACK: 1565 | sent
43.558 pkt: 1566 | received
43.558 ACK: 1566 | sent
43.574 pkt: 1567 | received
43.589 ACK: 1567 | sent
43.589 pkt: 1568 | received
43.605 ACK: 1568 | sent
43.621 pkt: 1569 | received
43.621 ACK: 1569 | sent
43.636 pkt: 1570 | received
43.636 ACK: 1570 | sent
43.652 pkt: 1571 | received
43.652 ACK: 1571 | sent
43.668 pkt: 1572 | received
43.668 ACK: 1572 | sent
43.683 pkt: 1573 | received
43.683 ACK: 1573 | sent
43.699 pkt: 1574 | received
43.714 ACK: 1574 | sent
43.714 pkt: 1575 | received
43.730 ACK: 1575 | sent
43.730 pkt: 1576 | received
43.746 ACK: 1576 | sent
43.746 pkt: 1577 | received
43.761 ACK: 1577 | sent
43.777 pkt: 1578 | received
43.777 ACK: 1578 | sent
43.793 pkt: 1579 | received
43.793 ACK: 1579 | sent
43.808 pkt: 1580 | received
43.808 ACK: 1580 | sent
43.824 pkt: 1581 | received
43.824 ACK: 1581 | sent
43.839 pkt: 1582 | received
43.839 ACK: 1582 | sent
43.855 pkt: 1583 | received
43.871 ACK: 1583 | sent
43.871 pkt: 1584 | received
43.886 ACK: 1584 | sent
43.886 pkt: 1585 | received
43.902 ACK: 1585 | sent
43.917 pkt: 1586 | received
43.917 ACK: 1586 | sent
43.933 pkt: 1587 | received
43.933 ACK: 1587 | sent
43.949 pkt: 1588 | received
43.964 ACK: 1588 | sent
43.964 pkt: 1589 | received
43.980 ACK: 1589 | sent
43.996 pkt: 1590 | received
43.996 ACK: 1590 | sent
43.996 pkt: 1591 | received
44.018 ACK: 1591 | sent
44.018 pkt: 1592 | received
44.033 ACK: 1592 | sent
44.049 pkt: 1593 | received
44.049 ACK: 1593 | sent
44.064 pkt: 1594 | received
44.064 ACK: 1594 | sent
44.080 pkt: 1595 | received
44.080 ACK: 1595 | sent
44.096 pkt: 1596 | received
44.096 ACK: 1596 | sent
44.111 pkt: 1597 | received
44.127 ACK: 1597 | sent
44.127 pkt: 1598 | received
44.143 ACK: 1598 | sent
44.143 pkt: 1599 | received
44.158 ACK: 1599 | sent
44.174 pkt: 1600 | received
44.174 ACK: 1600 | sent
44.189 pkt: 1601 | received
44.189 ACK: 1601 | sent
44.205 pkt: 1602 | received
44.205 ACK: 1602 | sent
44.221 pkt: 1603 | received
44.221 ACK: 1603 | sent
44.236 pkt: 1604 | received
44.252 ACK: 1604 | sent
44.252 pkt: 1605 | received
44.268 ACK: 1605 | sent
44.283 pkt: 1606 | received
44.283 ACK: 1606 | sent
44.299 pkt: 1607 | received
44.299 ACK: 1607 | sent
44.314 pkt: 1608 | received
44.314 ACK: 1608 | sent
44.330 pkt: 1609 | received
44.330 ACK: 1609 | sent
44.346 pkt: 1610 | received
44.346 ACK: 1610 | sent
44.361 pkt: 1611 | received
44.361 ACK: 1611 | sent
44.377 pkt: 1612 | received
44.394 ACK: 1612 | sent
44.406 pkt: 1613 | received
44.413 ACK: 1613 | sent
44.418 pkt: 1614 | received
44.418 ACK: 1614 | sent
44.433 pkt: 1615 | received
44.433 ACK: 1615 | sent
44.457 pkt: 1616 | received
44.457 ACK: 1616 | sent
44.473 pkt: 1617 | received
44.473 ACK: 1617 | sent
44.497 pkt: 1618 | received
44.499 ACK: 1618 | sent
44.515 pkt: 1619 | received
44.515 ACK: 1619 | sent
44.530 pkt: 1620 | received
44.530 ACK: 1620 | sent
44.546 pkt: 1621 | received
44.546 ACK: 1621 | sent
44.561 pkt: 1622 | received
44.561 ACK: 1622 | sent
44.577 pkt: 1623 | received
44.593 ACK: 1623 | sent
44.593 pkt: 1624 | received
44.608 ACK: 1624 | sent
44.608 pkt: 1625 | received
44.624 ACK: 1625 | sent
44.639 pkt: 1626 | received
44.639 ACK: 1626 | sent
44.655 pkt: 1627 | received
44.655 ACK: 1627 | sent
44.671 pkt: 1628 | received
44.671 ACK: 1628 | sent
44.686 pkt: 1629 | received
44.686 ACK: 1629 | sent
44.702 pkt: 1630 | received
44.718 ACK: 1630 | sent
44.718 pkt: 1631 | received
44.733 ACK: 1631 | sent
44.733 pkt: 1632 | received
44.749 ACK: 1632 | sent
44.749 pkt: 1633 | received
44.764 ACK: 1633 | sent
44.780 pkt: 1634 | received
44.780 ACK: 1634 | sent
44.796 pkt: 1635 | received
44.796 ACK: 1635 | sent
44.811 pkt: 1636 | received
44.811 ACK: 1636 | sent
44.827 pkt: 1637 | received
44.827 ACK: 1637 | sent
44.843 pkt: 1638 | received
44.858 ACK: 1638 | sent
44.858 pkt: 1639 | received
44.874 ACK: 1639 | sent
44.874 pkt: 1640 | received
44.889 ACK: 1640 | sent
44.889 pkt: 1641 | received
44.905 ACK: 1641 | sent
44.905 pkt: 1642 | received
44.921 ACK: 1642 | sent
44.936 pkt: 1643 | received
44.936 ACK: 1643 | sent
44.952 pkt: 1644 | received
44.952 ACK: 1644 | sent
44.968 pkt: 1645 | received
44.968 ACK: 1645 | sent
44.983 pkt: 1646 | received
44.999 ACK: 1646 | sent
44.999 pkt: 1647 | received
45.018 ACK: 1647 | sent
45.034 pkt: 1648 | received
45.034 ACK: 1648 | sent
45.049 pkt: 1649 | received
45.049 ACK: 1649 | sent
45.065 pkt: 1650 | received
45.065 ACK: 1650 | sent
45.081 pkt: 1651 | received
45.081 ACK: 1651 | sent
45.096 pkt: 1652 | received
45.112 ACK: 1652 | sent
45.112 pkt: 1653 | received
45.127 ACK: 1653 | sent
45.127 pkt: 1654 | received
45.143 ACK: 1654 | sent
45.159 pkt: 1655 | received
45.159 ACK: 1655 | sent
45.174 pkt: 1656 | received
45.174 ACK: 1656 | sent
45.190 pkt: 1657 | received
45.190 ACK: 1657 | sent
45.206 pkt: 1658 | received
45.206 ACK: 1658 | sent
45.221 pkt: 1659 | received
45.221 ACK: 1659 | sent
45.237 pkt: 1660 | received
45.252 ACK: 1660 | sent
45.268 pkt: 1661 | received
45.268 ACK: 1661 | sent
45.284 pkt: 1662 | received
45.284 ACK: 1662 | sent
45.299 pkt: 1663 | received
45.299 ACK: 1663 | sent
45.315 pkt: 1664 | received
45.315 ACK: 1664 | sent
45.331 pkt: 1665 | received
45.331 ACK: 1665 | sent
45.346 pkt: 1666 | received
45.346 ACK: 1666 | sent
45.362 pkt: 1667 | received
45.362 ACK: 1667 | sent
45.377 pkt: 1668 | received
45.394 ACK: 1668 | sent
45.406 pkt: 1669 | received
45.413 ACK: 1669 | sent
45.417 pkt: 1670 | received
45.417 ACK: 1670 | sent
45.433 pkt: 1671 | received
45.449 ACK: 1671 | sent
45.449 pkt: 1672 | received
45.467 ACK: 1672 | sent
45.484 pkt: 1673 | received
45.490 ACK: 1673 | sent
45.492 pkt: 1674 | received
45.507 ACK: 1674 | sent
45.507 pkt: 1675 | received
45.523 ACK: 1675 | sent
45.538 pkt: 1676 | received
45.538 ACK: 1676 | sent
45.554 pkt: 1677 | received
45.554 ACK: 1677 | sent
45.570 pkt: 1678 | received
45.585 ACK: 1678 | sent
45.601 pkt: 1679 | received
45.617 ACK: 1679 | sent
45.617 pkt: 1680 | received
45.632 ACK: 1680 | sent
45.648 pkt: 1681 | received
45.648 ACK: 1681 | sent
45.663 pkt: 1682 | received
45.663 ACK: 1682 | sent
45.679 pkt: 1683 | received
45.679 ACK: 1683 | sent
45.695 pkt: 1684 | received
45.695 ACK: 1684 | sent
45.710 pkt: 1685 | received
45.726 ACK: 1685 | sent
45.726 pkt: 1686 | received
45.742 ACK: 1686 | sent
45.742 pkt: 1687 | received
45.757 ACK: 1687 | sent
45.757 pkt: 1688 | received
45.773 ACK: 1688 | sent
45.788 pkt: 1689 | received
45.788 ACK: 1689 | sent
45.804 pkt: 1690 | received
45.804 ACK: 1690 | sent
45.820 pkt: 1691 | received
45.820 ACK: 1691 | sent
45.835 pkt: 1692 | received
45.851 ACK: 1692 | sent
45.851 pkt: 1693 | received
45.866 ACK: 1693 | sent
45.866 pkt: 1694 | received
45.882 ACK: 1694 | sent
45.898 pkt: 1695 | received
45.898 ACK: 1695 | sent
45.913 pkt: 1696 | received
45.913 ACK: 1696 | sent
45.929 pkt: 1697 | received
45.929 ACK: 1697 | sent
45.945 pkt: 1698 | received
45.960 ACK: 1698 | sent
45.960 pkt: 1699 | received
45.976 ACK: 1699 | sent
45.976 pkt: 1700 | received
45.991 ACK: 1700 | sent
46.001 pkt: 1701 | received
46.001 ACK: 1701 | sent
46.016 pkt: 1702 | received
46.032 ACK: 1702 | sent
46.048 pkt: 1703 | received
46.048 ACK: 1703 | sent
46.063 pkt: 1704 | received
46.063 ACK: 1704 | sent
46.079 pkt: 1705 | received
46.079 ACK: 1705 | sent
46.094 pkt: 1706 | received
46.094 ACK: 1706 | sent
46.110 pkt: 1707 | received
46.110 ACK: 1707 | sent
46.126 pkt: 1708 | received
46.126 ACK: 1708 | sent
46.141 pkt: 1709 | received
46.141 ACK: 1709 | sent
46.157 pkt: 1710 | received
46.157 ACK: 1710 | sent
46.173 pkt: 1711 | received
46.188 ACK: 1711 | sent
46.188 pkt: 1712 | received
46.204 ACK: 1712 | sent
46.204 pkt: 1713 | received
46.219 ACK: 1713 | sent
46.235 pkt: 1714 | received
46.235 ACK: 1714 | sent
46.251 pkt: 1715 | received
46.251 ACK: 1715 | sent
46.266 pkt: 1716 | received
46.266 ACK: 1716 | sent
46.282 pkt: 1717 | received
46.282 ACK: 1717 | sent
46.297 pkt: 1718 | received
46.297 ACK: 1718 | sent
46.313 pkt: 1719 | received
46.313 ACK: 1719 | sent
46.329 pkt: 1720 | received
46.329 ACK: 1720 | sent
46.344 pkt: 1721 | received
46.344 ACK: 1721 | sent
46.360 pkt: 1722 | received
46.376 ACK: 1722 | sent
46.376 pkt: 1723 | received
46.393 ACK: 1723 | sent
46.405 pkt: 1724 | received
46.410 ACK: 1724 | sent
46.423 pkt: 1725 | received
46.429 ACK: 1725 | sent
46.430 pkt: 1726 | received
46.446 ACK: 1726 | sent
46.446 pkt: 1727 | received
46.462 ACK: 1727 | sent
46.462 pkt: 1728 | received
46.477 ACK: 1728 | sent
46.493 pkt: 1729 | received
46.493 ACK: 1729 | sent
46.508 pkt: 1730 | received
46.508 ACK: 1730 | sent
46.524 pkt: 1731 | received
46.524 ACK: 1731 | sent
46.540 pkt: 1732 | received
46.555 ACK: 1732 | sent
46.571 pkt: 1733 | received
46.571 ACK: 1733 | sent
46.587 pkt: 1734 | received
46.587 ACK: 1734 | sent
46.602 pkt: 1735 | received
46.602 ACK: 1735 | sent
46.618 pkt: 1736 | received
46.618 ACK: 1736 | sent
46.633 pkt: 1737 | received
46.649 ACK: 1737 | sent
46.649 pkt: 1738 | received
46.665 ACK: 1738 | sent
46.665 pkt: 1739 | received
46.680 ACK: 1739 | sent
46.680 pkt: 1740 | received
46.696 ACK: 1740 | sent
46.711 pkt: 1741 | received
46.711 ACK: 1741 | sent
46.727 pkt: 1742 | received
46.727 ACK: 1742 | sent
46.743 pkt: 1743 | received
46.743 ACK: 1743 | sent
46.758 pkt: 1744 | received
46.758 ACK: 1744 | sent
46.774 pkt: 1745 | received
46.774 ACK: 1745 | sent
46.790 pkt: 1746 | received
46.805 ACK: 1746 | sent
46.805 pkt: 1747 | received
46.821 ACK: 1747 | sent
46.821 pkt: 1748 | received
46.836 ACK: 1748 | sent
46.852 pkt: 1749 | received
46.852 ACK: 1749 | sent
46.868 pkt: 1750 | received
46.868 ACK: 1750 | sent
46.883 pkt: 1751 | received
46.899 ACK: 1751 | sent
46.899 pkt: 1752 | received
46.915 ACK: 1752 | sent
46.915 pkt: 1753 | received
46.930 ACK: 1753 | sent
46.930 pkt: 1754 | received
46.946 ACK: 1754 | sent
46.961 pkt: 1755 | received
46.961 ACK: 1755 | sent
46.977 pkt: 1756 | received
46.977 ACK: 1756 | sent
46.993 pkt: 1757 | received
46.993 ACK: 1757 | sent
47.008 pkt: 1758 | received
47.024 ACK: 1758 | sent
47.040 pkt: 1759 | received
47.040 ACK: 1759 | sent
47.055 pkt: 1760 | received
47.055 ACK: 1760 | sent
47.071 pkt: 1761 | received
47.086 ACK: 1761 | sent
47.086 pkt: 1762 | received
47.102 ACK: 1762 | sent
47.118 pkt: 1763 | received
47.118 ACK: 1763 | sent
47.133 pkt: 1764 | received
47.133 ACK: 1764 | sent
47.149 pkt: 1765 | received
47.149 ACK: 1765 | sent
47.165 pkt: 1766 | received
47.165 ACK: 1766 | sent
47.180 pkt: 1767 | received
47.180 ACK: 1767 | sent
47.196 pkt: 1768 | received
47.211 ACK: 1768 | sent
47.211 pkt: 1769 | received
47.227 ACK: 1769 | sent
47.227 pkt: 1770 | received
47.243 ACK: 1770 | sent
47.258 pkt: 1771 | received
47.258 ACK: 1771 | sent
47.274 pkt: 1772 | received
47.274 ACK: 1772 | sent
47.289 pkt: 1773 | received
47.289 ACK: 1773 | sent
47.305 pkt: 1774 | received
47.321 ACK: 1774 | sent
47.321 pkt: 1775 | received
47.336 ACK: 1775 | sent
47.336 pkt: 1776 | received
47.352 ACK: 1776 | sent
47.352 pkt: 1777 | received
47.368 ACK: 1777 | sent
47.368 pkt: 1778 | received
47.389 ACK: 1778 | sent
47.399 pkt: 1779 | received
47.405 ACK: 1779 | sent
47.407 pkt: 1780 | received
47.407 ACK: 1780 | sent
47.423 pkt: 1781 | received
47.423 ACK: 1781 | sent
47.439 pkt: 1782 | received
47.454 ACK: 1782 | sent
47.470 pkt: 1783 | received
47.470 ACK: 1783 | sent
47.486 pkt: 1784 | received
47.486 ACK: 1784 | sent
47.501 pkt: 1785 | received
47.501 ACK: 1785 | sent
47.517 pkt: 1786 | received
47.517 ACK: 1786 | sent
47.532 pkt: 1787 | received
47.548 ACK: 1787 | sent
47.548 pkt: 1788 | received
47.564 ACK: 1788 | sent
47.564 pkt: 1789 | received
47.579 ACK: 1789 | sent
47.595 pkt: 1790 | received
47.595 ACK: 1790 | sent
47.610 pkt: 1791 | received
47.610 ACK: 1791 | sent
47.626 pkt: 1792 | received
47.626 ACK: 1792 | sent
47.642 pkt: 1793 | received
47.642 ACK: 1793 | sent
47.657 pkt: 1794 | received
47.657 ACK: 1794 | sent
47.673 pkt: 1795 | received
47.673 ACK: 1795 | sent
47.689 pkt: 1796 | received
47.704 ACK: 1796 | sent
47.704 pkt: 1797 | received
47.720 ACK: 1797 | sent
47.720 pkt: 1798 | received
47.735 ACK: 1798 | sent
47.735 pkt: 1799 | received
47.751 ACK: 1799 | sent
47.751 pkt: 1800 | received
47.767 ACK: 1800 | sent
47.767 pkt: 1801 | received
47.782 ACK: 1801 | sent
47.798 pkt: 1802 | received
47.798 ACK: 1802 | sent
47.814 pkt: 1803 | received
47.814 ACK: 1803 | sent
47.829 pkt: 1804 | received
47.829 ACK: 1804 | sent
47.845 pkt: 1805 | received
47.845 ACK: 1805 | sent
47.860 pkt: 1806 | received
47.860 ACK: 1806 | sent
47.876 pkt: 1807 | received
47.892 ACK: 1807 | sent
47.892 pkt: 1808 | received
47.907 ACK: 1808 | sent
47.907 pkt: 1809 | received
47.923 ACK: 1809 | sent
47.939 pkt: 1810 | received
47.939 ACK: 1810 | sent
47.954 pkt: 1811 | received
47.954 ACK: 1811 | sent
47.970 pkt: 1812 | received
47.970 ACK: 1812 | sent
47.991 pkt: 1813 | received
47.997 ACK: 1813 | sent
48.009 pkt: 1814 | received
48.009 ACK: 1814 | sent
48.024 pkt: 1815 | received
48.024 ACK: 1815 | sent
48.040 pkt: 1816 | received
48.040 ACK: 1816 | sent
48.056 pkt: 1817 | received
48.071 ACK: 1817 | sent
48.071 pkt: 1818 | received
48.087 ACK: 1818 | sent
48.087 pkt: 1819 | received
48.103 ACK: 1819 | sent
48.118 pkt: 1820 | received
48.118 ACK: 1820 | sent
48.134 pkt: 1821 | received
48.134 ACK: 1821 | sent
48.149 pkt: 1822 | received
48.149 ACK: 1822 | sent
48.165 pkt: 1823 | received
48.165 ACK: 1823 | sent
48.181 pkt: 1824 | received
48.181 ACK: 1824 | sent
48.196 pkt: 1825 | received
48.196 ACK: 1825 | sent
48.212 pkt: 1826 | received
48.227 ACK: 1826 | sent
48.227 pkt: 1827 | received
48.243 ACK: 1827 | sent
48.243 pkt: 1828 | received
48.259 ACK: 1828 | sent
48.274 pkt: 1829 | received
48.274 ACK: 1829 | sent
48.290 pkt: 1830 | received
48.290 ACK: 1830 | sent
48.306 pkt: 1831 | received
48.306 ACK: 1831 | sent
48.321 pkt: 1832 | received
48.321 ACK: 1832 | sent
48.337 pkt: 1833 | received
48.337 ACK: 1833 | sent
48.352 pkt: 1834 | received
48.368 ACK: 1834 | sent
48.368 pkt: 1835 | received
48.387 ACK: 1835 | sent
48.396 pkt: 1836 | received
48.405 ACK: 1836 | sent
48.408 pkt: 1837 | received
48.408 ACK: 1837 | sent
48.423 pkt: 1838 | received
48.439 ACK: 1838 | sent
48.439 pkt: 1839 | received
48.455 ACK: 1839 | sent
48.455 pkt: 1840 | received
48.470 ACK: 1840 | sent
48.486 pkt: 1841 | received
48.486 ACK: 1841 | sent
48.501 pkt: 1842 | received
48.501 ACK: 1842 | sent
48.517 pkt: 1843 | received
48.533 ACK: 1843 | sent
48.533 pkt: 1844 | received
48.548 ACK: 1844 | sent
48.548 pkt: 1845 | received
48.564 ACK: 1845 | sent
48.564 pkt: 1846 | received
48.580 ACK: 1846 | sent
48.595 pkt: 1847 | received
48.595 ACK: 1847 | sent
48.611 pkt: 1848 | received
48.611 ACK: 1848 | sent
48.626 pkt: 1849 | received
48.626 ACK: 1849 | sent
48.642 pkt: 1850 | received
48.642 ACK: 1850 | sent
48.658 pkt: 1851 | received
48.658 ACK: 1851 | sent
48.673 pkt: 1852 | received
48.689 ACK: 1852 | sent
48.689 pkt: 1853 | received
48.704 ACK: 1853 | sent
48.704 pkt: 1854 | received
48.720 ACK: 1854 | sent
48.720 pkt: 1855 | received
48.736 ACK: 1855 | sent
48.751 pkt: 1856 | received
48.751 ACK: 1856 | sent
48.767 pkt: 1857 | received
48.767 ACK: 1857 | sent
48.783 pkt: 1858 | received
48.783 ACK: 1858 | sent
48.798 pkt: 1859 | received
48.798 ACK: 1859 | sent
48.814 pkt: 1860 | received
48.814 ACK: 1860 | sent
48.829 pkt: 1861 | received
48.829 ACK: 1861 | sent
48.845 pkt: 1862 | received
48.861 ACK: 1862 | sent
48.861 pkt: 1863 | received
48.876 ACK: 1863 | sent
48.876 pkt: 1864 | received
48.892 ACK: 1864 | sent
48.892 pkt: 1865 | received
48.908 ACK: 1865 | sent
48.908 pkt: 1866 | received
48.923 ACK: 1866 | sent
48.939 pkt: 1867 | received
48.939 ACK: 1867 | sent
48.954 pkt: 1868 | received
